Locus Tag,Start,End,Strand
Rv1780,2014699,2015262,+
Rv1781c,2015302,2017476,-
Rv1782,2017740,2019260,+
Rv1783,2019257,2020564,+
Rv1784,2020634,2023432,+
Rv1785c,2023447,2024628,-
Rv1786,2024828,2025031,+
Rv1787,2025301,2026398,+
Rv1788,2026477,2026776,+
Rv1789,2026790,2027971,+
Rv1790,2028425,2029477,+
Rv1791,2029904,2030203,+
Rv1792,2030347,2030643,+
Rv1793,2030694,2030978,+
Rv1794,2031066,2031968,+
Rv1795,2032240,2033751,+
Rv1796,2033729,2035486,+
Rv1797,2035483,2036703,+
Rv1798,2036700,2038532,+
Rv1799,2039159,2039350,+
Rv1800,2039453,2041420,+
Rv1801,2042001,2043272,+
Rv1802,2043384,2044775,+
Rv1803c,2044923,2046842,-
Rv1804c,2047023,2047349,-
Rv1805c,2047687,2048034,-
Rv1806,2048072,2048371,+
Rv1807,2048398,2049597,+
Rv1808,2049921,2051150,+
Rv1809,2051282,2052688,+
Rv1810,2052933,2053289,+
Rv1811,2053443,2054147,+
Rv1812c,2054157,2055359,-
Rv1813c,2055681,2056112,-
Rv1814,2056521,2057423,+
Rv1815,2057528,2058193,+
Rv1816,2058256,2058960,+
Rv1817,2059595,2061058,+
Rv1818c,2061178,2062674,-
Rv1819c,2062809,2064728,-
Rv1820,2064799,2066442,+
Rv1821,2066457,2068883,+
Rv1822,2069080,2069709,+
Rv1823,2069702,2070625,+
Rv1824,2070654,2071019,+
Rv1825,2071036,2071914,+
Rv1826,2071952,2072356,+
Rv1827,2072596,2073084,+
Rv1828,2073081,2073824,+
Rv1829,2073943,2074437,+
Rv1830,2074841,2075518,+
Rv1831,2075571,2075828,+
Rv1832,2075877,2078702,+
Rv1833c,2078929,2079789,-
Rv1834,2079830,2080696,+
Rv1835c,2080701,2082587,-
Rv1836c,2082603,2084636,-
Rv1837c,2084756,2086981,-
Rv1838c,2087257,2087652,-
Rv1839c,2087649,2087912,-
Rv1840c,2087971,2089518,-
Rv1841c,2089681,2090718,-
Rv1842c,2090718,2092085,-
Rv1843c,2092259,2093698,-
Rv1844c,2093731,2095188,-
Rv1845c,2095218,2096168,-
Rv1846c,2096183,2096599,-
Rv1847,2096877,2097299,+
Rv1848,2097348,2097650,+
Rv1849,2097647,2097961,+
Rv1850,2097961,2099694,+
Rv1851,2099694,2100329,+
Rv1852,2100340,2101014,+
Rv1853,2101022,2101648,+
Rv1854c,2101651,2103042,-
Rv1855c,2103184,2104107,-
Rv1856c,2104146,2104823,-
Rv1857,2104985,2105770,+
Rv1858,2105773,2106567,+
Rv1859,2106574,2107683,+
Rv1860,2107736,2108713,+
Rv1861,2109165,2109470,+
Rv1862,2109544,2110584,+
Rv1863c,2110591,2111361,-
Rv1864c,2111354,2112109,-
Rv1865c,2112106,2112966,-
Rv1866,2113140,2115476,+
Rv1867,2115764,2117248,+
Rv1868,2117347,2119446,+
Rv1869c,2119460,2120695,-
Rv1870c,2120795,2121430,-
Rv1871c,2121495,2121884,-
Rv1872c,2121907,2123151,-
Rv1873,2123174,2123611,+
Rv1874,2123684,2124370,+
Rv1875,2124381,2124824,+
Rv1876,2125340,2125819,+
Rv1877,2125904,2127967,+
Rv1878,2128022,2129374,+
Rv1879,2129377,2130513,+
Rv1880c,2130541,2131857,-
Rv1881c,2131907,2132329,-
Rv1882c,2132370,2133203,-
Rv1883c,2133231,2133692,-
Rv1884c,2133731,2134261,-
Rv1885c,2134273,2134872,-
Rv1886c,2134890,2135867,-
Rv1887,2136258,2137400,+
Rv1888A,2138444,2138617,-
Rv1888c,2137519,2138079,-
Rv1889c,2138661,2139017,-
Rv1890c,2139076,2139687,-
Rv1891,2139741,2140148,+
Rv1892,2140165,2140476,+
Rv1893,2140486,2140704,+
Rv1894c,2140739,2141869,-
Rv1895,2142521,2143675,+
Rv1896c,2143535,2144446,-
Rv1897c,2144451,2144882,-
Rv1898,2144940,2145248,+
Rv1899c,2145214,2146245,-
Rv1900c,2146245,2147633,-
Rv1901,2147662,2148954,+
Rv1902c,2149006,2150274,-
Rv1903,2150364,2150768,+
Rv1904,2150954,2151385,+
Rv1905c,2151433,2152395,-
Rv1906c,2152425,2152895,-
Rv1907c,2153235,2153882,-
Rv1908c,2153889,2156111,-
Rv1909c,2156149,2156601,-
Rv1910c,2156706,2157299,-
Rv1911c,2157382,2157987,-
Rv1912c,2158087,2159091,-
Rv1913,2159191,2159943,+
Rv1914c,2159921,2160328,-
Rv1915,2160463,2161566,+
Rv1916,2161566,2162762,+
Rv1917c,2162932,2167311,-
Rv1918c,2167649,2170612,-
Rv1919c,2171061,2171525,-
Rv1920,2171623,2172486,+
Rv1921c,2172524,2173795,-
Rv1922,2174067,2175182,+
Rv1923,2175173,2176513,+
Rv1924c,2176550,2176930,-
Rv1925,2177087,2178949,+
Rv1926c,2178957,2179436,-
Rv1927,2179673,2180446,+
Rv1928c,2180450,2181217,-
Rv1929c,2181262,2181906,-
Rv1930c,2181918,2182442,-
Rv1931c,2182460,2183239,-
Rv1932,2183372,2183869,+
Rv1933c,2183866,2184957,-
Rv1934c,2184959,2186188,-
Rv1935c,2186203,2187159,-
Rv1936,2187384,2188493,+
Rv1937,2188496,2191015,+
Rv1938,2191027,2192097,+
Rv1939,2192094,2192609,+
Rv1940,2192606,2193667,+
Rv1941,2193664,2194434,+
Rv1942c,2194644,2194973,-
Rv1943c,2194970,2195347,-
Rv1944c,2195344,2195934,-
Rv1945,2195989,2197353,+
Rv1946c,2197508,2197960,-
Rv1947,2198024,2198425,+
Rv1948c,2198714,2199064,-
Rv1949c,2199075,2200034,-
Rv1950c,2199998,2200189,-
Rv1951c,2200190,2200486,-
Rv1952,2200726,2200941,+
Rv1953,2200938,2201249,+
Rv1954c,2201223,2201744,-
Rv1955,2201584,2202096,+
Rv1956,2202138,2202587,+
Rv1957,2202584,2203129,+
Rv1958c,2203018,2203632,-
Rv1959c,2203681,2203977,-
Rv1960c,2203974,2204225,-
Rv1961,2204212,2204706,+
Rv1962c,2204866,2205273,-
Rv1963c,2205582,2206802,-
Rv1964,2207700,2208497,+
Rv1965,2208507,2209322,+
Rv1966,2209327,2210604,+
Rv1967,2210601,2211629,+
Rv1968,2211626,2212858,+
Rv1969,2212855,2214126,+
Rv1970,2214123,2215256,+
Rv1971,2215257,2216570,+
Rv1972,2216592,2217167,+
Rv1973,2217164,2217646,+
Rv1974,2217659,2218036,+
Rv1975,2218052,2218717,+
Rv1976c,2218844,2219251,-
Rv1977,2219754,2220800,+
Rv1978,2220908,2221756,+
Rv1979c,2221719,2223164,-
Rv1980c,2223343,2224029,-
Rv1981c,2224220,2225188,-
Rv1982c,2225413,2225832,-
Rv1983,2226244,2227920,+
Rv1984c,2227908,2228561,-
Rv1985c,2228991,2229902,-
Rv1986,2230011,2230610,+
Rv1987,2231026,2231454,+
Rv1988,2231680,2232219,+
Rv1989c,2232739,2233299,-
Rv1990A,2233881,2234216,-
Rv1990c,2233296,2233637,-
Rv1991c,2234305,2234649,-
Rv1992c,2234991,2237306,-
Rv1993c,2237303,2237575,-
Rv1994c,2237628,2237984,-
Rv1995,2238141,2238908,+
Rv1996,2239004,2239957,+
Rv1997,2240159,2242876,+
Rv1998c,2242945,2243721,-
Rv1999c,2243816,2245138,-
Rv2000,2245209,2246822,+
Rv2001,2246832,2247584,+
Rv2002,2247660,2248442,+
Rv2003c,2248563,2249420,-
Rv2004c,2249478,2250974,-
Rv2005c,2250996,2251883,-
Rv2006,2252002,2255985,+
Rv2007c,2256084,2256428,-
Rv2008c,2256617,2257942,-
Rv2009,2258030,2258272,+
Rv2010,2258273,2258671,+
Rv2011c,2258854,2259285,-
Rv2012,2259326,2259820,+
Rv2013,2260665,2261144,+
Rv2014,2261098,2261688,+
Rv2015c,2261816,2263072,-
Rv2016,2263426,2264001,+
Rv2017,2263998,2265038,+
Rv2018,2265280,2265999,+
Rv2019,2265989,2266405,+
Rv2020c,2266421,2266720,-
Rv2021c,2266805,2267110,-
Rv2022c,2267119,2267724,-
Rv2023A,2268268,2268726,-
Rv2023c,2267749,2268108,-
Rv2024c,2268693,2270240,-
Rv2025c,2270750,2271748,-
Rv2026c,2271863,2272747,-
Rv2027c,2272787,2274508,-
Rv2028c,2274569,2275408,-
Rv2029c,2275405,2276424,-
Rv2030c,2276441,2278486,-
Rv2031c,2278498,2278932,-
Rv2032,2279129,2280124,+
Rv2033c,2280240,2281082,-
Rv2034,2281294,2281617,+
Rv2035,2281614,2282102,+
Rv2036,2282099,2282740,+
Rv2037c,2282747,2283721,-
Rv2038c,2283723,2284796,-
Rv2039c,2284799,2285641,-
Rv2040c,2285628,2286530,-
Rv2041c,2286527,2287846,-
Rv2042c,2287884,2288681,-
Rv2043c,2288681,2289241,-
Rv2044c,2289282,2289599,-
Rv2045c,2289685,2291220,-
Rv2046,2291269,2291925,+
Rv2047c,2291962,2294526,-
Rv2048c,2294531,2306986,-
Rv2049c,2307293,2307517,-
Rv2050,2307821,2308156,+
Rv2051c,2308131,2310755,-
Rv2052c,2310913,2312517,-
Rv2053c,2312522,2313049,-
Rv2054,2313125,2313838,+
Rv2055c,2314087,2314353,-
Rv2056c,2314354,2314659,-
Rv2057c,2314661,2314825,-
Rv2058c,2314825,2315061,-
Rv2059,2315174,2316709,+
Rv2060,2316279,2316680,+
Rv2061c,2316681,2317085,-
Rv2062c,2317169,2320753,-
Rv2063,2320831,2321064,+
Rv2064,2321451,2322542,+
Rv2065,2322552,2323178,+
Rv2066,2323175,2324701,+
Rv2067c,2324647,2325870,-
Rv2068c,2325886,2326809,-
Rv2069,2326944,2327501,+
Rv2070c,2327491,2328225,-
Rv2071c,2328222,2328977,-
Rv2072c,2328974,2330146,-
Rv2073c,2330214,2330963,-
Rv2074,2330993,2331406,+
Rv2075c,2331416,2332879,-
Rv2076c,2333037,2333288,-
Rv2077A,2334295,2334594,-
Rv2077c,2333323,2334294,-
Rv2078,2335059,2335373,+
Rv2079,2335355,2337325,+
Rv2080,2337306,2337869,+
Rv2081c,2338065,2338505,-
Rv2082,2338709,2340874,+
Rv2083,2340871,2341815,+
Rv2084,2341808,2342944,+
Rv2085,2343027,2343332,+
Rv2086,2343311,2343916,+
Rv2087,2343994,2344224,+
Rv2088,2344411,2346180,+
Rv2089c,2346197,2347324,-
Rv2090,2347373,2348554,+
Rv2091c,2348558,2349292,-
Rv2092c,2349334,2352054,-
Rv2093c,2352103,2353029,-
Rv2094c,2353046,2353297,-
Rv2095c,2353365,2354315,-
Rv2096c,2354312,2355310,-
Rv2097c,2355319,2356677,-
Rv2098c,2356729,2358206,-
Rv2099c,2358033,2358206,-
Rv2100,2358389,2360041,+
Rv2101,2360240,2363281,+
Rv2102,2363391,2364107,+
Rv2103c,2364086,2364520,-
Rv2104c,2364527,2364781,-
Rv2105,2365465,2365791,+
Rv2106,2365788,2366726,+
Rv2107,2367359,2367655,+
Rv2108,2367711,2368442,+
Rv2109c,2368983,2369729,-
Rv2110c,2369726,2370601,-
Rv2111c,2370598,2370792,-
Rv2112c,2370905,2372569,-
Rv2113,2372630,2373823,+
Rv2114,2373834,2374457,+
Rv2115c,2374461,2376290,-
Rv2116,2376571,2377140,+
Rv2117,2377148,2377441,+
Rv2118c,2377470,2378312,-
Rv2119,2378386,2379222,+
Rv2120c,2379245,2379727,-
Rv2121c,2379806,2380660,-
Rv2122c,2380663,2380944,-
Rv2123,2381071,2382492,+
Rv2124c,2382489,2386067,-
Rv2125,2386293,2387171,+
Rv2126c,2387202,2387972,-
Rv2127,2388616,2390085,+
Rv2128,2390085,2390288,+
Rv2129c,2390308,2391189,-
Rv2130c,2391215,2392459,-
Rv2131c,2392517,2393320,-
Rv2132,2393411,2393641,+
Rv2133c,2393851,2394639,-
Rv2134c,2394650,2395237,-
Rv2135c,2395301,2396011,-
Rv2136c,2396008,2396838,-
Rv2137c,2396902,2397315,-
Rv2138,2397330,2398406,+
Rv2139,2398720,2399793,+
Rv2140c,2399798,2400328,-
Rv2141c,2400376,2401722,-
Rv2142c,2402193,2402510,-
Rv2143,2402977,2404035,+
Rv2144c,2404165,2404521,-
Rv2145c,2404616,2405398,-
Rv2146c,2405666,2405956,-
Rv2147c,2406118,2406843,-
Rv2148c,2406840,2407616,-
Rv2149c,2407622,2408374,-
Rv2150c,2408385,2409524,-
Rv2151c,2409697,2410641,-
Rv2152c,2410638,2412122,-
Rv2153c,2412119,2413351,-
Rv2154c,2413348,2414922,-
Rv2155c,2414934,2416394,-
Rv2156c,2416396,2417475,-
Rv2157c,2417472,2419004,-
Rv2158c,2419001,2420608,-
Rv2159c,2420631,2421665,-
Rv2160A,2421643,2422278,-
Rv2160c,2421662,2422003,-
Rv2161c,2422271,2423137,-
Rv2162c,2423240,2424838,-
Rv2163c,2425048,2427087,-
Rv2164c,2427084,2428238,-
Rv2165c,2428235,2429269,-
Rv2166c,2429427,2429858,-
Rv2167c,2430159,2431199,-
Rv2168c,2431094,2431420,-
Rv2169c,2431565,2431969,-
Rv2170,2432235,2432855,+
Rv2171,2432951,2433634,+
Rv2172c,2433631,2434536,-
Rv2173,2434847,2435905,+
Rv2174,2435909,2437459,+
Rv2175c,2437446,2437886,-
Rv2176,2437941,2439140,+
Rv2177c,2439282,2439947,-
Rv2178c,2440332,2441720,-
Rv2179c,2441811,2442317,-
Rv2180c,2442327,2443214,-
Rv2181,2443302,2444585,+
Rv2182c,2444586,2445329,-
Rv2183c,2445415,2445810,-
Rv2184c,2445807,2446946,-
Rv2185c,2447066,2447500,-
Rv2186c,2447605,2447994,-
Rv2187,2448160,2449962,+
Rv2188c,2449993,2451150,-
Rv2189c,2451247,2452020,-
Rv2190c,2452115,2453272,-
Rv2191,2453819,2455756,+
Rv2192c,2455631,2456743,-
Rv2193,2456901,2457512,+
Rv2194,2457553,2458395,+
Rv2195,2458392,2459681,+
Rv2196,2459678,2461327,+
Rv2197c,2461504,2462148,-
Rv2198c,2462148,2463047,-
Rv2199c,2463233,2463652,-
Rv2200c,2463660,2464751,-
Rv2201,2464997,2466955,+
Rv2202c,2467053,2468027,-
Rv2203,2468231,2468923,+
Rv2204c,2468931,2469287,-
Rv2205c,2469387,2470463,-
Rv2206,2470622,2471332,+
Rv2207,2471411,2472496,+
Rv2208,2472493,2473242,+
Rv2209,2473400,2474938,+
Rv2210c,2474864,2475970,-
Rv2211c,2476042,2477181,-
Rv2212,2477190,2478326,+
Rv2213,2478338,2479885,+
Rv2214c,2479923,2481701,-
Rv2215,2481965,2483626,+
Rv2216,2483626,2484531,+
Rv2217,2484584,2485276,+
Rv2218,2485273,2486208,+
Rv2219,2486235,2486987,+
Rv2219A,2486994,2487416,-
Rv2220,2487615,2489051,+
Rv2221c,2489369,2492353,-
Rv2222c,2492402,2493742,-
Rv2223c,2493837,2495399,-
Rv2224c,2495461,2497023,-
Rv2225,2497742,2498587,+
Rv2226,2498832,2500373,+
Rv2227,2500931,2501632,+
Rv2228c,2501644,2502738,-
Rv2229c,2502735,2503472,-
Rv2230c,2503469,2504608,-
Rv2231c,2504605,2505699,-
Rv2232,2506278,2507153,+
Rv2234,2507146,2507637,+
Rv2235,2507637,2508452,+
Rv2236c,2508434,2509375,-
Rv2237,2509489,2510256,+
Rv2238c,2510715,2511176,-
Rv2239c,2511176,2511652,-
Rv2240c,2511690,2512487,-
Rv2241,2512539,2515244,+
Rv2242,2515304,2516548,+
Rv2243,2516787,2517695,+
Rv2244,2517771,2518118,+
Rv2245,2518115,2519365,+
Rv2246,2519396,2520712,+
Rv2247,2520743,2522164,+
Rv2248,2522360,2523175,+
Rv2249c,2523241,2524791,-
Rv2250A,2525402,2525821,+
Rv2250c,2524785,2525354,-
Rv2251,2525565,2526992,+
Rv2252,2526989,2527918,+
Rv2253,2527984,2528487,+
Rv2254c,2528520,2528975,-
Rv2255c,2528980,2529174,-
Rv2256c,2529341,2529874,-
Rv2257c,2530004,2530822,-
Rv2258c,2530836,2531897,-
Rv2259,2532245,2533330,+
Rv2260,2533330,2533965,+
Rv2261c,2534042,2534464,-
Rv2262c,2534470,2535552,-
Rv2263,2535641,2536594,+
Rv2264c,2537679,2537696,-
Rv2265,2538700,2539929,+
Rv2266,2540104,2541390,+
Rv2267c,2541644,2542810,-
Rv2268c,2542807,2544276,-
Rv2269c,2544289,2544621,-
Rv2270,2544698,2545225,+
Rv2271,2545332,2545631,+
Rv2272,2545737,2546105,+
Rv2273,2546102,2546431,+
Rv2274c,2546488,2546805,-
Rv2275,2546883,2547752,+
Rv2276,2547749,2548939,+
Rv2277c,2549124,2550029,-
Rv2278,2550065,2550391,+
Rv2279,2550388,2551326,+
Rv2280,2551560,2552939,+
Rv2281,2553173,2554831,+
Rv2282c,2554938,2555876,-
Rv2283,2555941,2556135,+
Rv2284,2556145,2557440,+
Rv2285,2557473,2558810,+
Rv2286c,2558877,2559569,-
Rv2287,2559703,2561331,+
Rv2288,2561328,2561705,+
Rv2289,2561675,2562457,+
Rv2290,2562599,2563114,+
Rv2291,2563174,2564028,+
Rv2292c,2564029,2564253,-
Rv2293c,2564292,2565032,-
Rv2294,2565327,2566550,+
Rv2295,2566772,2567410,+
Rv2296,2567504,2568406,+
Rv2297,2568438,2568890,+
Rv2298,2569082,2570053,+
Rv2299c,2570059,2572002,-
Rv2300c,2572076,2573008,-
Rv2301,2573015,2573707,+
Rv2302,2573813,2574055,+
Rv2303c,2574096,2575019,-
Rv2304c,2575016,2575225,-
Rv2305,2575809,2577098,+
Rv2306A,2577108,2577701,+
Rv2306B,2577488,2577922,+
Rv2307A,2579228,2579419,-
Rv2307B,2579504,2579935,-
Rv2307c,2577851,2578696,-
Rv2307D,2580028,2580210,-
Rv2308,2580419,2581135,+
Rv2309A,2583045,2583332,+
Rv2309c,2581843,2582298,-
Rv2310,2583435,2583779,+
Rv2311,2583884,2584408,+
Rv2312,2584486,2584755,+
Rv2313c,2585052,2585906,-
Rv2314c,2585917,2587290,-
Rv2315c,2587287,2588804,-
Rv2316,2588838,2589710,+
Rv2317,2589697,2590521,+
Rv2318,2590518,2591840,+
Rv2319c,2591848,2592726,-
Rv2320c,2592723,2594153,-
Rv2321c,2594154,2594699,-
Rv2322c,2594699,2595364,-
Rv2323c,2595361,2596269,-
Rv2324,2596334,2596780,+
Rv2325c,2597009,2597857,-
Rv2326c,2597854,2599947,-
Rv2327,2599988,2600479,+
Rv2328,2600731,2601879,+
Rv2329c,2601914,2603461,-
Rv2330c,2603695,2604222,-
Rv2331,2604297,2604683,+
Rv2331A,2604740,2605078,+
Rv2332,2605108,2606754,+
Rv2333c,2606708,2608321,-
Rv2334,2608796,2609728,+
Rv2335,2609732,2610421,+
Rv2336,2610837,2611805,+
Rv2337c,2611869,2612987,-
Rv2338c,2613107,2614063,-
Rv2339,2614693,2617581,+
Rv2340c,2617667,2618908,-
Rv2341,2619597,2620016,+
Rv2342,2620272,2620529,+
Rv2343c,2620533,2622452,-
Rv2344c,2622457,2623752,-
Rv2345,2623821,2625803,+
Rv2346c,2625888,2626172,-
Rv2347c,2626223,2626519,-
Rv2348c,2626654,2626980,-
Rv2349c,2627172,2628698,-
Rv2350c,2628781,2630319,-
Rv2351c,2630537,2632075,-
Rv2352c,2632923,2634098,-
Rv2353c,2634528,2635592,-
Rv2354,2635628,2635954,+
Rv2355,2635951,2636889,+
Rv2356c,2637688,2639535,-
Rv2357c,2639673,2641064,-
Rv2358,2641246,2641653,+
Rv2359,2641650,2642042,+
Rv2360c,2642150,2642578,-
Rv2361c,2642578,2643468,-
Rv2362c,2643461,2644258,-
Rv2363,2644320,2645774,+
Rv2364c,2645771,2646673,-
Rv2365c,2646747,2647088,-
Rv2366c,2647060,2648367,-
Rv2367c,2648364,2648912,-
Rv2368c,2648916,2649974,-
Rv2369c,2649946,2650248,-
Rv2370c,2650245,2651558,-
Rv2371,2651753,2651938,+
Rv2372c,2652037,2652825,-
Rv2373c,2652839,2653987,-
Rv2374c,2654062,2655093,-
Rv2375,2655265,2655582,+
Rv2376c,2655609,2656115,-
Rv2377c,2656215,2656430,-
Rv2378c,2656408,2657703,-
Rv2379c,2657700,2662085,-
Rv2380c,2662067,2667115,-
Rv2381c,2667255,2670269,-
Rv2382c,2670269,2671603,-
Rv2383c,2671593,2675837,-
Rv2384,2675936,2677633,+
Rv2385,2677729,2678649,+
Rv2386c,2678653,2680005,-
Rv2387,2680765,2682018,+
Rv2388c,2682015,2683142,-
Rv2389c,2683248,2683712,-
Rv2390c,2683709,2684266,-
Rv2391,2684679,2686370,+
Rv2392,2686367,2687131,+
Rv2393,2687128,2687973,+
Rv2394,2688010,2689941,+
Rv2395,2690072,2692075,+
Rv2396,2692799,2693884,+
Rv2397c,2693909,2694964,-
Rv2398c,2694981,2695799,-
Rv2399c,2695796,2696647,-
Rv2400c,2696644,2697714,-
Rv2401,2697728,2698057,+
Rv2401A,2698042,2698245,-
Rv2402,2698529,2700457,+
Rv2403c,2700535,2701290,-
Rv2404c,2701287,2703248,-
Rv2405,2703269,2703838,+
Rv2406c,2704009,2704437,-
Rv2407,2704697,2705518,+
Rv2408,2706017,2706736,+
Rv2409c,2706494,2707333,-
Rv2410c,2707333,2708310,-
Rv2411c,2708310,2709965,-
Rv2412,2710075,2710335,+
Rv2413c,2710351,2711301,-
Rv2414c,2711332,2712876,-
Rv2415c,2712891,2713784,-
Rv2416c,2714124,2715332,-
Rv2417c,2715472,2716314,-
Rv2418c,2716395,2717138,-
Rv2419c,2717128,2717799,-
Rv2420c,2717796,2718176,-
Rv2421c,2718173,2718808,-
Rv2422,2719083,2719355,+
Rv2423,2719597,2720643,+
Rv2424c,2720776,2721777,-
Rv2425c,2721866,2723308,-
Rv2426c,2723308,2724183,-
Rv2427Ac,2725571,2726087,-
Rv2427c,2724230,2725477,-
Rv2428,2726193,2726780,+
Rv2429,2726806,2727339,+
Rv2430c,2727336,2727920,-
Rv2431c,2727967,2728266,-
Rv2432c,2728437,2728847,-
Rv2433c,2728844,2729134,-
Rv2434c,2729115,2730560,-
Rv2435c,2730557,2732749,-
Rv2436,2733230,2734144,+
Rv2437,2734376,2734795,+
Rv2438A,2736709,2736987,+
Rv2438c,2734792,2736831,-
Rv2439c,2737117,2738247,-
Rv2440c,2738247,2739686,-
Rv2441c,2739772,2740032,-
Rv2442c,2740047,2740361,-
Rv2443,2740709,2742184,+
Rv2444c,2742123,2744984,-
Rv2445c,2745314,2745724,-
Rv2446c,2745767,2746138,-
Rv2447c,2746135,2747598,-
Rv2448c,2747595,2750225,-
Rv2449c,2750313,2751572,-
Rv2450c,2751662,2752180,-
Rv2451,2752262,2752660,+
Rv2452c,2752848,2752994,-
Rv2453c,2753018,2753623,-
Rv2454c,2753625,2754746,-
Rv2455c,2754743,2756704,-
Rv2456c,2756936,2758192,-
Rv2457c,2758208,2759488,-
Rv2458,2759779,2760687,+
Rv2459,2760854,2762380,+
Rv2460c,2762531,2763175,-
Rv2461c,2763172,2763774,-
Rv2462c,2763891,2765291,-
Rv2463,2765655,2766839,+
Rv2464c,2766859,2767665,-
Rv2465c,2767671,2768159,-
Rv2466c,2768261,2768884,-
Rv2467,2768986,2771571,+
Rv2468c,2771644,2772147,-
Rv2469c,2772367,2773035,-
Rv2470,2773178,2773564,+
Rv2471,2773564,2775204,+
Rv2472,2775272,2775565,+
Rv2473,2775568,2776284,+
Rv2474c,2776316,2776969,-
Rv2475c,2776975,2777391,-
Rv2476c,2777388,2782262,-
Rv2477c,2782366,2784042,-
Rv2478c,2784123,2784608,-
Rv2479c,2784657,2785697,-
Rv2480c,2785592,2785918,-
Rv2481c,2786575,2786898,-
Rv2482c,2786914,2789283,-
Rv2483c,2789280,2791022,-
Rv2484c,2791019,2792494,-
Rv2485c,2792723,2793988,-
Rv2486,2794350,2795120,+
Rv2487c,2795301,2797385,-
Rv2488c,2797467,2800880,-
Rv2489c,2800846,2801145,-
Rv2490c,2801254,2806236,-
Rv2491,2806665,2807288,+
Rv2492,2807278,2808030,+
Rv2493,2808083,2808304,+
Rv2494,2808310,2808735,+
Rv2495c,2808758,2809939,-
Rv2496c,2809936,2810982,-
Rv2497c,2810993,2812096,-
Rv2498c,2812355,2813176,-
Rv2499c,2813173,2813730,-
Rv2500c,2813727,2814911,-
Rv2501c,2814916,2816880,-
Rv2502c,2816885,2818474,-
Rv2503c,2818471,2819127,-
Rv2504c,2819124,2819870,-
Rv2505c,2819953,2821596,-
Rv2506,2821712,2822359,+
Rv2507,2822438,2823259,+
Rv2508c,2823256,2824593,-
Rv2509,2824678,2825484,+
Rv2510c,2825488,2827089,-
Rv2511,2827157,2827804,+
Rv2512c,2828556,2829803,-
Rv2513,2830161,2830583,+
Rv2514c,2830877,2831338,-
Rv2515c,2831344,2832591,-
Rv2516c,2832710,2833513,-
Rv2517c,2833510,2833761,-
Rv2518c,2834109,2835335,-
Rv2519,2835785,2837263,+
Rv2520c,2837388,2837615,-
Rv2521,2837684,2838157,+
Rv2522c,2838129,2839541,-
Rv2523c,2839538,2839930,-
Rv2524c,2840123,2849332,-
Rv2525c,2849852,2850574,-
Rv2526,2851091,2851318,+
Rv2527,2851315,2851716,+
Rv2528c,2851751,2852671,-
Rv2529,2852875,2854266,+
Rv2530A,2854683,2854907,-
Rv2530c,2854267,2854686,-
Rv2531c,2854938,2857781,-
Rv2532c,2857853,2858254,-
Rv2533c,2858254,2858724,-
Rv2534c,2858727,2859290,-
Rv2535c,2859300,2860418,-
Rv2536,2860452,2861144,+
Rv2537c,2861148,2861591,-
Rv2538c,2861588,2862676,-
Rv2539c,2862673,2863203,-
Rv2540c,2863207,2864412,-
Rv2541,2864427,2864834,+
Rv2542,2865130,2866341,+
Rv2543,2866468,2867127,+
Rv2544,2867124,2867786,+
Rv2545,2867783,2868061,+
Rv2546,2868154,2868567,+
Rv2547,2868606,2868863,+
Rv2548,2868860,2869237,+
Rv2549c,2869727,2870122,-
Rv2550c,2870119,2870364,-
Rv2551c,2870775,2871194,-
Rv2552c,2871206,2872015,-
Rv2553c,2872012,2873265,-
Rv2554c,2873258,2873770,-
Rv2555c,2873771,2876485,-
Rv2556c,2876576,2876965,-
Rv2557,2877072,2877746,+
Rv2558,2877831,2878541,+
Rv2559c,2878571,2879929,-
Rv2560,2880075,2881052,+
Rv2561,2881409,2881702,+
Rv2562,2881758,2882147,+
Rv2563,2882290,2883339,+
Rv2564,2883342,2884334,+
Rv2565,2884611,2886362,+
Rv2566,2886373,2889795,+
Rv2567,2889795,2892449,+
Rv2568c,2892446,2893471,-
Rv2569c,2893464,2894408,-
Rv2570,2894512,2894901,+
Rv2571c,2894893,2895960,-
Rv2572c,2896013,2897803,-
Rv2573,2897956,2898783,+
Rv2574,2898806,2899309,+
Rv2575,2899339,2900220,+
Rv2576c,2900226,2900690,-
Rv2577,2900918,2902507,+
Rv2578c,2902509,2903531,-
Rv2579,2903639,2904541,+
Rv2580c,2904821,2906092,-
Rv2581c,2906089,2906763,-
Rv2582,2906814,2907740,+
Rv2583c,2907826,2910198,-
Rv2584c,2910229,2910900,-
Rv2585c,2911004,2912677,-
Rv2586c,2912683,2914011,-
Rv2587c,2914015,2915736,-
Rv2588c,2915846,2916193,-
Rv2589,2916360,2917709,+
Rv2590,2917871,2921377,+
Rv2591,2921551,2923182,+
Rv2592c,2923199,2924233,-
Rv2593c,2924230,2924820,-
Rv2594c,2924817,2925383,-
Rv2595,2925492,2925737,+
Rv2596,2925734,2926138,+
Rv2597,2926355,2926975,+
Rv2598,2926986,2927480,+
Rv2599,2927477,2927908,+
Rv2600,2927990,2928391,+
Rv2601,2928388,2929959,+
Rv2601A,2930070,2930357,+
Rv2602,2930344,2930784,+
Rv2603c,2930805,2931560,-
Rv2604c,2931693,2932289,-
Rv2605c,2932297,2933142,-
